row_index,sequence_id,key,dataset,seq_name,annotation_source,evaluation_mode,frame_count,ground_truth_frames,scored_frames,matched_prediction_frames,auc,norm_precision,accuracy_score,total_lost_frames,video_path,annotation_path,match_type,local_label,warning,error
87,dataset2__Yacht4,dataset2/Yacht4,dataset2,Yacht4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Yacht4\Yacht4_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Yacht4\annotation.txt,matched,DTB70/Yacht4,,
88,dataset2__Zebra,dataset2/Zebra,dataset2,Zebra,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Zebra\Zebra_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset2\Zebra\annotation.txt,matched,DTB70/Zebra,,
89,dataset3__air_conditioning_box1,dataset3/air_conditioning_box1,dataset3,air_conditioning_box1,local,scored,437,437,437,437,0.5769859431186661,0.7020812901819766,0.6270240819439903,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\air_conditioning_box1\air_conditioning_box1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\air conditioning box1.txt,matched,V4RFlight112/air conditioning box1,,
90,dataset3__air_conditioning_box2,dataset3/air_conditioning_box2,dataset3,air_conditioning_box2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\air_conditioning_box2\air_conditioning_box2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\air_conditioning_box2\annotation.txt,matched,V4RFlight112/air conditioning box2,,
91,dataset3__basketball_player1,dataset3/basketball_player1,dataset3,basketball_player1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player1\basketball_player1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player1\annotation.txt,matched,V4RFlight112/basketball player1,,
92,dataset3__basketball_player1_1-n,dataset3/basketball_player1_1-n,dataset3,basketball_player1_1-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player1_1-n\basketball_player1_1-n_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player1_1-n\annotation.txt,matched,V4RFlight112/basketball player1_1-n,,
93,dataset3__basketball_player1_2-n,dataset3/basketball_player1_2-n,dataset3,basketball_player1_2-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player1_2-n\basketball_player1_2-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player1_2-n\annotation.txt,matched,V4RFlight112/basketball player1_2-n,,
94,dataset3__basketball_player2,dataset3/basketball_player2,dataset3,basketball_player2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player2\basketball_player2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player2\annotation.txt,matched,V4RFlight112/basketball player2,,
95,dataset3__basketball_player2-n,dataset3/basketball_player2-n,dataset3,basketball_player2-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player2-n\basketball_player2-n_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player2-n\annotation.txt,matched,V4RFlight112/basketball player2-n,,
96,dataset3__basketball_player3,dataset3/basketball_player3,dataset3,basketball_player3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player3\basketball_player3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player3\annotation.txt,matched,V4RFlight112/basketball player3,,
97,dataset3__basketball_player3-n,dataset3/basketball_player3-n,dataset3,basketball_player3-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player3-n\basketball_player3-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player3-n\annotation.txt,matched,V4RFlight112/basketball player3-n,,
98,dataset3__basketball_player4-n,dataset3/basketball_player4-n,dataset3,basketball_player4-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player4-n\basketball_player4-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\basketball_player4-n\annotation.txt,matched,V4RFlight112/basketball player4-n,,
99,dataset3__bell_tower,dataset3/bell_tower,dataset3,bell_tower,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bell_tower\bell_tower_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bell_tower\annotation.txt,matched,V4RFlight112/bell tower,,
100,dataset3__bike1,dataset3/bike1,dataset3,bike1,local,scored,180,180,180,180,0.8862433862433863,0.9304232804232804,0.9039153439153439,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike1\bike1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\bike1.txt,matched,V4RFlight112/bike1,,
101,dataset3__bike2,dataset3/bike2,dataset3,bike2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike2\bike2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike2\annotation.txt,matched,V4RFlight112/bike2,,
102,dataset3__bike3,dataset3/bike3,dataset3,bike3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike3\bike3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike3\annotation.txt,matched,V4RFlight112/bike3,,
103,dataset3__bike4_1,dataset3/bike4_1,dataset3,bike4_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike4_1\bike4_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike4_1\annotation.txt,matched,V4RFlight112/bike4_1,,
104,dataset3__bike4_2,dataset3/bike4_2,dataset3,bike4_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike4_2\bike4_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike4_2\annotation.txt,matched,V4RFlight112/bike4_2,,
105,dataset3__bike5,dataset3/bike5,dataset3,bike5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike5\bike5_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike5\annotation.txt,matched,V4RFlight112/bike5,,
106,dataset3__bike6,dataset3/bike6,dataset3,bike6,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike6\bike6_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike6\annotation.txt,matched,V4RFlight112/bike6,,
107,dataset3__bike7_1,dataset3/bike7_1,dataset3,bike7_1,local,scored,301,301,301,301,0.8783420344882138,0.9351368454358487,0.9010599588672678,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike7_1\bike7_1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\bike7_1.txt,matched,V4RFlight112/bike7_1,,
108,dataset3__bike7_2,dataset3/bike7_2,dataset3,bike7_2,local,scored,338,338,338,338,0.8375598760214145,0.9163144547759933,0.869061707523246,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike7_2\bike7_2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\bike7_2.txt,matched,V4RFlight112/bike7_2,,
109,dataset3__bike8,dataset3/bike8,dataset3,bike8,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike8\bike8_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike8\annotation.txt,matched,V4RFlight112/bike8,,
110,dataset3__bike9_1,dataset3/bike9_1,dataset3,bike9_1,local,scored,401,401,401,401,0.8545303408146301,0.8985868661679136,0.8721529509559435,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike9_1\bike9_1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\bike9_1.txt,matched,V4RFlight112/bike9_1,,
111,dataset3__bike9_2,dataset3/bike9_2,dataset3,bike9_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike9_2\bike9_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bike9_2\annotation.txt,matched,V4RFlight112/bike9_2,,
112,dataset3__building1_1,dataset3/building1_1,dataset3,building1_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\building1_1\building1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\building1_1\annotation.txt,matched,V4RFlight112/building1_1,,
113,dataset3__building1_2,dataset3/building1_2,dataset3,building1_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\building1_2\building1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\building1_2\annotation.txt,matched,V4RFlight112/building1_2,,
114,dataset3__bus1-n,dataset3/bus1-n,dataset3,bus1-n,local,scored,1092,1092,1092,1092,0.7289377289377289,0.85273853130996,0.7784580498866214,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bus1-n\bus1-n_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\bus1-n.txt,matched,V4RFlight112/bus1-n,,
115,dataset3__bus2-n,dataset3/bus2-n,dataset3,bus2-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bus2-n\bus2-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\bus2-n\annotation.txt,matched,V4RFlight112/bus2-n,,
116,dataset3__car1,dataset3/car1,dataset3,car1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car1\car1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car1\annotation.txt,matched,V4RFlight112/car1,,
117,dataset3__car1-n,dataset3/car1-n,dataset3,car1-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car1-n\car1-n_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car1-n\annotation.txt,matched,V4RFlight112/car1-n,,
118,dataset3__car10,dataset3/car10,dataset3,car10,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car10\car10_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car10\annotation.txt,matched,V4RFlight112/car10,,
119,dataset3__car11,dataset3/car11,dataset3,car11,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car11\car11_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car11\annotation.txt,matched,V4RFlight112/car11,,
120,dataset3__car12,dataset3/car12,dataset3,car12,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car12\car12_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car12\annotation.txt,matched,V4RFlight112/car12,,
121,dataset3__car13,dataset3/car13,dataset3,car13,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car13\car13_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car13\annotation.txt,matched,V4RFlight112/car13,,
122,dataset3__car14,dataset3/car14,dataset3,car14,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car14\car14_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car14\annotation.txt,matched,V4RFlight112/car14,,
123,dataset3__car15,dataset3/car15,dataset3,car15,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car15\car15_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car15\annotation.txt,matched,V4RFlight112/car15,,
124,dataset3__car16_1,dataset3/car16_1,dataset3,car16_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car16_1\car16_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car16_1\annotation.txt,matched,V4RFlight112/car16_1,,
125,dataset3__car16_2,dataset3/car16_2,dataset3,car16_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car16_2\car16_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car16_2\annotation.txt,matched,V4RFlight112/car16_2,,
126,dataset3__car16_3,dataset3/car16_3,dataset3,car16_3,local,scored,168,168,168,168,0.8225623582766439,0.903061224489796,0.8547619047619048,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car16_3\car16_3_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\car16_3.txt,matched,V4RFlight112/car16_3,,
127,dataset3__car17,dataset3/car17,dataset3,car17,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car17\car17_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car17\annotation.txt,matched,V4RFlight112/car17,,
128,dataset3__car18,dataset3/car18,dataset3,car18,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car18\car18_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car18\annotation.txt,matched,V4RFlight112/car18,,
129,dataset3__car2,dataset3/car2,dataset3,car2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car2\car2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car2\annotation.txt,matched,V4RFlight112/car2,,
130,dataset3__car2-n,dataset3/car2-n,dataset3,car2-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car2-n\car2-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car2-n\annotation.txt,matched,V4RFlight112/car2-n,,
131,dataset3__car3,dataset3/car3,dataset3,car3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car3\car3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car3\annotation.txt,matched,V4RFlight112/car3,,
132,dataset3__car4,dataset3/car4,dataset3,car4,local,scored,1302,1155,1155,1302,0.5957946815089672,0.7234796949082662,0.6468686868686868,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car4\car4_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\car4.txt,matched,V4RFlight112/car4,,
133,dataset3__car5,dataset3/car5,dataset3,car5,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car5\car5_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car5\annotation.txt,matched,V4RFlight112/car5,,
134,dataset3__car6_1,dataset3/car6_1,dataset3,car6_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car6_1\car6_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car6_1\annotation.txt,matched,V4RFlight112/car6_1,,
135,dataset3__car6_2,dataset3/car6_2,dataset3,car6_2,local,scored,1123,1103,1103,1123,0.7863834563743902,0.8775633553512066,0.8228554159651167,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car6_2\car6_2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\car6_2.txt,matched,V4RFlight112/car6_2,,
136,dataset3__car7_1,dataset3/car7_1,dataset3,car7_1,local,scored,973,973,973,973,0.9064258797043998,0.9485146576616259,0.9232613908872903,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car7_1\car7_1_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\car7_1.txt,matched,V4RFlight112/car7_1,,
137,dataset3__car7_2,dataset3/car7_2,dataset3,car7_2,local,scored,1968,1968,1968,1968,0.8942847464188928,0.9404277971351143,0.9127419667053814,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car7_2\car7_2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\car7_2.txt,matched,V4RFlight112/car7_2,,
138,dataset3__car7_3,dataset3/car7_3,dataset3,car7_3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car7_3\car7_3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car7_3\annotation.txt,matched,V4RFlight112/car7_3,,
139,dataset3__car8,dataset3/car8,dataset3,car8,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car8\car8_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car8\annotation.txt,matched,V4RFlight112/car8,,
140,dataset3__car9_1,dataset3/car9_1,dataset3,car9_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_1\car9_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_1\annotation.txt,matched,V4RFlight112/car9_1,,
141,dataset3__car9_2,dataset3/car9_2,dataset3,car9_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_2\car9_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\car9_2\annotation.txt,matched,V4RFlight112/car9_2,,
142,dataset3__container,dataset3/container,dataset3,container,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\container\container_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\container\annotation.txt,matched,V4RFlight112/container,,
143,dataset3__couple,dataset3/couple,dataset3,couple,local,scored,1826,1807,1807,1826,0.5874509183861703,0.7086726223416873,0.635939599968377,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\couple\couple_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\couple.txt,matched,V4RFlight112/couple,,
144,dataset3__courier1,dataset3/courier1,dataset3,courier1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\courier1\courier1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\courier1\annotation.txt,matched,V4RFlight112/courier1,,
145,dataset3__courier2,dataset3/courier2,dataset3,courier2,local,scored,1705,1705,1705,1705,0.8579807289484708,0.9226644323418517,0.8838542103058231,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\courier2\courier2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\courier2.txt,matched,V4RFlight112/courier2,,
146,dataset3__dark_car1-n,dataset3/dark_car1-n,dataset3,dark_car1-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car1-n\dark_car1-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car1-n\annotation.txt,matched,V4RFlight112/dark car1-n,,
147,dataset3__dark_car2-n,dataset3/dark_car2-n,dataset3,dark_car2-n,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car2-n\dark_car2-n_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\dark_car2-n\annotation.txt,matched,V4RFlight112/dark car2-n,,
148,dataset3__duck1_1,dataset3/duck1_1,dataset3,duck1_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_1\duck1_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_1\annotation.txt,matched,V4RFlight112/duck1_1,,
149,dataset3__duck1_2,dataset3/duck1_2,dataset3,duck1_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_2\duck1_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck1_2\annotation.txt,matched,V4RFlight112/duck1_2,,
150,dataset3__duck2,dataset3/duck2,dataset3,duck2,local,scored,1131,1131,1131,1131,0.7374426339943582,0.8168919203401963,0.7692223485326934,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck2\duck2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\duck2.txt,matched,V4RFlight112/duck2,,
151,dataset3__duck3,dataset3/duck3,dataset3,duck3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck3\duck3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\duck3\annotation.txt,matched,V4RFlight112/duck3,,
152,dataset3__electric_box,dataset3/electric_box,dataset3,electric_box,local,scored,1164,1164,1164,1164,0.30346915398461793,0.3053510063819343,0.30422189494354446,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\electric_box\electric_box_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\electric box.txt,matched,V4RFlight112/electric box,,
153,dataset3__excavator,dataset3/excavator,dataset3,excavator,local,scored,630,630,630,630,0.8062736205593349,0.8873771730914587,0.8387150415721845,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\excavator\excavator_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\excavator.txt,matched,V4RFlight112/excavator,,
154,dataset3__football_player1_1,dataset3/football_player1_1,dataset3,football_player1_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_1\football_player1_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_1\annotation.txt,matched,V4RFlight112/football player1_1,,
155,dataset3__football_player1_2,dataset3/football_player1_2,dataset3,football_player1_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_2\football_player1_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_2\annotation.txt,matched,V4RFlight112/football player1_2,,
156,dataset3__football_player1_3,dataset3/football_player1_3,dataset3,football_player1_3,local,scored,1003,1003,1003,1003,0.8296538954564878,0.9289749798224375,0.8693823292028677,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player1_3\football_player1_3_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\football player1_3.txt,matched,V4RFlight112/football player1_3,,
157,dataset3__football_player2_1,dataset3/football_player2_1,dataset3,football_player2_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_1\football_player2_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_1\annotation.txt,matched,V4RFlight112/football player2_1,,
158,dataset3__football_player2_2,dataset3/football_player2_2,dataset3,football_player2_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_2\football_player2_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\football_player2_2\annotation.txt,matched,V4RFlight112/football player2_2,,
159,dataset3__group1,dataset3/group1,dataset3,group1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group1\group1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group1\annotation.txt,matched,V4RFlight112/group1,,
160,dataset3__group2,dataset3/group2,dataset3,group2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group2\group2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group2\annotation.txt,matched,V4RFlight112/group2,,
161,dataset3__group3_1,dataset3/group3_1,dataset3,group3_1,local,scored,163,163,163,163,0.8150744960560912,0.9167397020157757,0.855740578439965,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_1\group3_1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\group3_1.txt,matched,V4RFlight112/group3_1,,
162,dataset3__group3_2,dataset3/group3_2,dataset3,group3_2,local,scored,250,250,250,250,0.9085714285714287,0.9516190476190477,0.9257904761904763,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_2\group3_2_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\group3_2.txt,matched,V4RFlight112/group3_2,,
163,dataset3__group3_3,dataset3/group3_3,dataset3,group3_3,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_3\group3_3_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group3_3\annotation.txt,matched,V4RFlight112/group3_3,,
164,dataset3__group4,dataset3/group4,dataset3,group4,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4\group4_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4\annotation.txt,matched,V4RFlight112/group4,,
165,dataset3__group4_1,dataset3/group4_1,dataset3,group4_1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_1\group4_1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_1\annotation.txt,unmatched,,,
166,dataset3__group4_2,dataset3/group4_2,dataset3,group4_2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_2\group4_2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\group4_2\annotation.txt,matched,V4RFlight112/group4_2,,
167,dataset3__hiker1,dataset3/hiker1,dataset3,hiker1,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker1\hiker1_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker1\annotation.txt,matched,V4RFlight112/hiker1,,
168,dataset3__hiker2,dataset3/hiker2,dataset3,hiker2,aic,unscored,0,0,0,0,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker2\hiker2_24.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\hiker2\annotation.txt,matched,V4RFlight112/hiker2,,
169,dataset3__human,dataset3/human,dataset3,human,local,scored,1605,1605,1605,1605,0.767601246105919,0.8733719032784454,0.8099095089749295,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human\human_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human.txt,matched,V4RFlight112/human,,
170,dataset3__human1,dataset3/human1,dataset3,human1,local,scored,90,90,90,90,0.8962962962962964,0.9486772486772488,0.9172486772486773,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset3\human1\human1_24.mp4,C:\Users\yousif\Documents\AIC Data\our-data\V4RFlight112\anno\human1.txt,matched,V4RFlight112/human1,,
