row_index,key,dataset,seq_name,annotation_source,evaluation_mode,frame_count,ground_truth_frames,scored_frames,matched_prediction_frames,sequence_id,auc,norm_precision,accuracy_score,total_lost_frames,video_path,annotation_path,match_type,local_label,warning,error
314,dataset5/person7_1,dataset5,person7_1,aic,unscored,0,0,0,0,dataset5__person7_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_1\person7_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_1\annotation.txt,matched,UAV123/person7_1,,
315,dataset5/person7_2,dataset5,person7_2,aic,unscored,0,0,0,0,dataset5__person7_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_2\person7_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person7_2\annotation.txt,matched,UAV123/person7_2,,
316,dataset5/person8_1,dataset5,person8_1,aic,unscored,0,0,0,0,dataset5__person8_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_1\person8_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_1\annotation.txt,matched,UAV123/person8_1,,
317,dataset5/person8_2,dataset5,person8_2,aic,unscored,0,0,0,0,dataset5__person8_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_2\person8_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person8_2\annotation.txt,matched,UAV123/person8_2,,
318,dataset5/person9,dataset5,person9,aic,unscored,0,0,0,0,dataset5__person9,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person9\person9_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\person9\annotation.txt,matched,UAV123/person9,,
319,dataset5/truck1,dataset5,truck1,aic,unscored,0,0,0,0,dataset5__truck1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck1\truck1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck1\annotation.txt,matched,UAV123/truck1,,
320,dataset5/truck2,dataset5,truck2,aic,unscored,0,0,0,0,dataset5__truck2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck2\truck2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck2\annotation.txt,matched,UAV123/truck2,,
321,dataset5/truck3,dataset5,truck3,local,scored,535,535,535,535,dataset5__truck3,0.7692923898531373,0.8665776591010237,0.8082064975522919,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck3\truck3_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\truck3.txt,matched,UAV123/truck3,,
322,dataset5/truck4_1,dataset5,truck4_1,aic,unscored,0,0,0,0,dataset5__truck4_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_1\truck4_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_1\annotation.txt,matched,UAV123/truck4_1,,
323,dataset5/truck4_2,dataset5,truck4_2,aic,unscored,0,0,0,0,dataset5__truck4_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_2\truck4_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\truck4_2\annotation.txt,matched,UAV123/truck4_2,,
324,dataset5/uav1_1,dataset5,uav1_1,aic,unscored,0,0,0,0,dataset5__uav1_1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_1\uav1_1_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_1\annotation.txt,matched,UAV123/uav1_1,,
325,dataset5/uav1_2,dataset5,uav1_2,aic,unscored,0,0,0,0,dataset5__uav1_2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_2\uav1_2_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_2\annotation.txt,matched,UAV123/uav1_2,,
326,dataset5/uav1_3,dataset5,uav1_3,aic,unscored,0,0,0,0,dataset5__uav1_3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_3\uav1_3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav1_3\annotation.txt,matched,UAV123/uav1_3,,
327,dataset5/uav2,dataset5,uav2,local,scored,133,114,114,133,dataset5__uav2,0.12113617376775271,0.08604845446950708,0.10710108604845446,105,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav2\uav2_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\uav2.txt,matched,UAV123/uav2,,
328,dataset5/uav3,dataset5,uav3,aic,unscored,0,0,0,0,dataset5__uav3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav3\uav3_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav3\annotation.txt,matched,UAV123/uav3,,
329,dataset5/uav4,dataset5,uav4,aic,unscored,0,0,0,0,dataset5__uav4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav4\uav4_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav4\annotation.txt,matched,UAV123/uav4,,
330,dataset5/uav5,dataset5,uav5,aic,unscored,0,0,0,0,dataset5__uav5,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav5\uav5_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav5\annotation.txt,matched,UAV123/uav5,,
331,dataset5/uav6,dataset5,uav6,aic,unscored,0,0,0,0,dataset5__uav6,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav6\uav6_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav6\annotation.txt,matched,UAV123/uav6,,
332,dataset5/uav7,dataset5,uav7,local,scored,373,354,354,373,dataset5__uav7,0.2463007801990853,0.2663438256658595,0.254317998385795,239,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav7\uav7_30.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\uav7.txt,matched,UAV123/uav7,,
333,dataset5/uav8,dataset5,uav8,aic,unscored,0,0,0,0,dataset5__uav8,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav8\uav8_30.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\uav8\annotation.txt,matched,UAV123/uav8,,
334,dataset5/wakeboard1,dataset5,wakeboard1,aic,unscored,0,0,0,0,dataset5__wakeboard1,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard1\wakeboard1_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard1\annotation.txt,matched,UAV123/wakeboard1,,
335,dataset5/wakeboard10,dataset5,wakeboard10,local,scored,469,469,469,469,dataset5__wakeboard10,0.6935729515686871,0.8093207432226621,0.7398720682302772,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard10\wakeboard10_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\wakeboard10.txt,matched,UAV123/wakeboard10,,
336,dataset5/wakeboard2,dataset5,wakeboard2,aic,unscored,0,0,0,0,dataset5__wakeboard2,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard2\wakeboard2_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard2\annotation.txt,matched,UAV123/wakeboard2,,
337,dataset5/wakeboard3,dataset5,wakeboard3,aic,unscored,0,0,0,0,dataset5__wakeboard3,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard3\wakeboard3_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard3\annotation.txt,matched,UAV123/wakeboard3,,
338,dataset5/wakeboard4,dataset5,wakeboard4,aic,unscored,0,0,0,0,dataset5__wakeboard4,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard4\wakeboard4_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard4\annotation.txt,matched,UAV123/wakeboard4,,
339,dataset5/wakeboard5,dataset5,wakeboard5,aic,unscored,0,0,0,0,dataset5__wakeboard5,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard5\wakeboard5_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard5\annotation.txt,matched,UAV123/wakeboard5,,
340,dataset5/wakeboard6,dataset5,wakeboard6,local,scored,1165,1165,1165,1165,dataset5__wakeboard6,0.8485182914367462,0.9199264255058246,0.8770815450643776,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard6\wakeboard6_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\wakeboard6.txt,matched,UAV123/wakeboard6,,
341,dataset5/wakeboard7,dataset5,wakeboard7,local,scored,199,199,199,199,dataset5__wakeboard7,0.8444603972242162,0.9167264895908112,0.8733668341708541,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard7\wakeboard7_96.mp4,C:\Users\yousif\Documents\AIC Data\our-data\UAV123\anno\UAV123\wakeboard7.txt,matched,UAV123/wakeboard7,,
342,dataset5/wakeboard8,dataset5,wakeboard8,aic,unscored,0,0,0,0,dataset5__wakeboard8,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard8\wakeboard8_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard8\annotation.txt,matched,UAV123/wakeboard8,,
343,dataset5/wakeboard9,dataset5,wakeboard9,aic,unscored,0,0,0,0,dataset5__wakeboard9,,,,0,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard9\wakeboard9_96.mp4,C:\Users\yousif\Documents\AIC Data\aic-data\dataset5\wakeboard9\annotation.txt,matched,UAV123/wakeboard9,,
